-2	0
-2	0
-2	0
-2	-1
-2	-1
-2	-1
-2	-1
-2	-1
-2	-1
-2	-1
-2	-1
-2	-1
-2	0
-2	0
-2	0
-2	0
-2	0
-2	-1
-2	-1
-2	5
-2	13
-2	23
-2	32
-2	35
-2	38
-2	38
-2	39
-2	39
-2	40
-2	40
-2	40
-2	40
-2	40
-2	40
-2	43
-2	46
-2	51
-2	54
-2	57
-2	59
-2	62
-1	63
-1	65
-1	67
-1	68
-1	70
-1	71
-1	72
-1	73
-1	74
-1	76
-1	76
-1	77
-1	78
-1	79
-1	80
-1	81
-1	81
-1	82
-1	82
-1	84
-1	84
-1	84
-1	85
-1	86
-1	87
-1	87
-1	88
-1	88
-1	89
-1	89
-1	89
-1	89
-1	90
-1	91
0	91
0	92
0	92
0	92
0	93
0	93
0	94
0	95
0	95
0	95
0	95
0	95
0	96
0	96
0	96
0	97
0	97
0	98
0	98
0	99
0	98
0	99
0	99
0	100
0	100
0	101
0	101
0	101
0	101
0	101
0	101
0	102
0	103
0	103
0	103
0	103
0	103
0	103
0	104
0	104
0	104
0	104
0	104
0	104
0	105
0	105
0	105
0	105
0	106
0	106
0	106
0	106
0	106
0	106
0	106
0	106
0	106
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
0	107
1	107
1	107
0	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
1	107
2	107
2	107
2	107
2	107
2	106
2	106
2	106
2	106
2	106
2	106
2	106
3	106
3	106
3	106
3	106
3	106
3	106
3	106
3	106
3	106
3	106
3	106
3	105
3	106
3	105
3	105
3	105
3	104
3	105
4	104
4	104
4	104
4	104
4	104
4	104
4	104
4	104
4	104
5	104
5	104
5	104
5	104
5	104
5	104
5	104
6	104
6	104
6	104
6	104
6	104
6	104
6	103
6	103
6	103
6	103
6	103
6	103
6	103
6	99
7	92
7	96
7	96
7	96
7	98
7	100
7	96
7	95
7	98
8	99
8	97
8	96
8	98
8	96
8	96
8	97
9	98
9	96
9	96
9	97
9	96
9	96
9	97
9	96
9	96
10	96
10	96
10	95
10	95
10	96
10	96
10	95
11	95
11	95
11	95
11	95
11	95
11	95
12	95
12	95
12	95
12	95
12	94
12	94
12	95
12	94
12	94
13	94
13	94
13	94
13	94
13	94
13	93
14	93
14	93
14	93
14	93
14	93
14	93
15	93
15	93
15	93
15	93
15	93
15	93
15	92
15	92
16	92
16	92
16	92
16	92
16	92
16	92
17	92
17	92
17	92
17	92
17	92
18	92
18	92
18	92
18	91
18	92
18	91
18	91
18	91
19	91
19	91
19	91
19	90
19	91
20	91
20	90
20	90
20	90
21	90
21	90
21	90
21	90
21	90
21	90
21	90
21	89
22	90
22	89
22	89
22	89
23	89
23	89
23	89
23	89
23	89
23	89
24	89
24	89
24	89
24	88
24	88
24	88
24	88
25	88
25	88
25	88
25	88
26	88
26	88
26	88
26	87
27	87
27	87
27	87
27	87
27	87
27	87
28	87
28	87
28	87
28	87
28	87
28	87
